Départ;Arrivée;Voyageur;Profil / carte;Identifiant profil;Clé relation;Prix 2de (€);Prix 1re (€);Source;Date de vérification;Statut;Écart vs valeur actuelle
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;lyon-part-dieu|bellegarde-sur-valserine;14,50;22,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;lyon-part-dieu|bellegarde-sur-valserine;14,50;22,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;lyon-part-dieu|bellegarde-sur-valserine;21,70;33,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;lyon-part-dieu|bellegarde-sur-valserine;16,40;28,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;lyon-part-dieu|bellegarde-sur-valserine;14,10;25,70;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;lyon-part-dieu|bellegarde-sur-valserine;11,70;23,30;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;lyon-part-dieu|bellegarde-sur-valserine;5,90;17,50;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;lyon-part-dieu|bellegarde-sur-valserine;7,30;11,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 5,90 ; ancienne 1re 17,50)"
Lyon Part-Dieu;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;lyon-part-dieu|bellegarde-sur-valserine;17,40;26,40;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;lyon-part-dieu|bellegarde-sur-valserine;14,50;22,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;lyon-part-dieu|bellegarde-sur-valserine;7,30;11,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;lyon-part-dieu|bellegarde-sur-valserine;8,70;13,20;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;lyon-part-dieu|bellegarde-sur-valserine;8,20;14,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;lyon-part-dieu|bellegarde-sur-valserine;7,10;12,90;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;lyon-part-dieu|bellegarde-sur-valserine;5,90;11,70;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;lyon-part-dieu|bellegarde-sur-valserine;3,00;8,80;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Aucune — Plein tarif;adult-none;lyon-part-dieu|geneve;35,10;53,30;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;lyon-part-dieu|geneve;26,40;40,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;lyon-part-dieu|geneve;17,60;26,70;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;lyon-part-dieu|geneve;17,60;26,70;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;lyon-part-dieu|geneve;17,60;26,70;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;lyon-part-dieu|geneve;26,40;40,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;lyon-part-dieu|geneve;19,80;33,80;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;lyon-part-dieu|geneve;17,00;31,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;lyon-part-dieu|geneve;14,10;28,10;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;lyon-part-dieu|geneve;7,10;21,10;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Adulte;Carte Militaire (-75 %);adult-military;lyon-part-dieu|geneve;8,80;13,40;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 7,10 ; ancienne 1re 21,10)"
Lyon Part-Dieu;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;lyon-part-dieu|geneve;21,10;32,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;lyon-part-dieu|geneve;17,60;26,70;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;lyon-part-dieu|geneve;8,80;13,40;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;Carte Famille Militaire;child-family-military;lyon-part-dieu|geneve;10,60;16,00;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;lyon-part-dieu|geneve;9,90;16,90;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;lyon-part-dieu|geneve;8,50;15,50;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;lyon-part-dieu|geneve;7,10;14,10;SNCF Connect;2026-09-02;lu directement;identique
Lyon Part-Dieu;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;lyon-part-dieu|geneve;3,60;10,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|amberieu-en-bugey;4,30;6,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|amberieu-en-bugey;3,30;5,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|amberieu-en-bugey;2,20;3,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|amberieu-en-bugey;2,20;3,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|amberieu-en-bugey;2,20;3,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|amberieu-en-bugey;3,30;5,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|amberieu-en-bugey;2,50;4,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|amberieu-en-bugey;2,10;3,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|amberieu-en-bugey;1,80;3,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|amberieu-en-bugey;1,20;2,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|amberieu-en-bugey;1,20;1,80;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 2,70)"
Meximieux – Pérouges;Ambérieu-en-Bugey;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|amberieu-en-bugey;2,60;4,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|amberieu-en-bugey;2,20;3,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|amberieu-en-bugey;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|amberieu-en-bugey;1,30;2,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|amberieu-en-bugey;1,30;2,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|amberieu-en-bugey;1,20;2,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|amberieu-en-bugey;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Ambérieu-en-Bugey;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|amberieu-en-bugey;1,20;1,80;SNCF Connect;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 1,40)"
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|tenay-hauteville;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|tenay-hauteville;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|tenay-hauteville;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|tenay-hauteville;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|tenay-hauteville;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|tenay-hauteville;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|tenay-hauteville;5,20;8,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|tenay-hauteville;4,50;8,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|tenay-hauteville;3,70;7,40;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|tenay-hauteville;1,90;5,60;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|tenay-hauteville;2,30;3,50;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,90 ; ancienne 1re 5,60)"
Meximieux – Pérouges;Tenay-Hauteville;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|tenay-hauteville;5,40;8,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|tenay-hauteville;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|tenay-hauteville;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|tenay-hauteville;2,70;4,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|tenay-hauteville;2,60;4,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|tenay-hauteville;2,30;4,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|tenay-hauteville;1,90;3,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Tenay-Hauteville;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|tenay-hauteville;1,20;2,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|virieu-le-grand-belley;13,20;20,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|virieu-le-grand-belley;9,90;15,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|virieu-le-grand-belley;6,60;10,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|virieu-le-grand-belley;6,60;10,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|virieu-le-grand-belley;6,60;10,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|virieu-le-grand-belley;9,90;15,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|virieu-le-grand-belley;7,50;12,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|virieu-le-grand-belley;6,50;11,90;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|virieu-le-grand-belley;5,40;10,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|virieu-le-grand-belley;2,70;8,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|virieu-le-grand-belley;3,30;5,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 2,70 ; ancienne 1re 8,10)"
Meximieux – Pérouges;Virieu-le-Grand – Belley;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|virieu-le-grand-belley;8,00;12,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|virieu-le-grand-belley;6,60;10,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|virieu-le-grand-belley;3,30;5,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|virieu-le-grand-belley;4,00;6,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|virieu-le-grand-belley;3,80;6,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|virieu-le-grand-belley;3,30;6,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|virieu-le-grand-belley;2,70;5,40;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|virieu-le-grand-belley;1,40;4,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|culoz;15,80;24,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|culoz;11,90;18,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|culoz;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|culoz;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|culoz;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|culoz;11,90;18,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|culoz;9,00;15,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|culoz;7,70;14,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|culoz;6,40;12,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|culoz;3,20;9,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|culoz;4,00;6,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,20 ; ancienne 1re 9,50)"
Meximieux – Pérouges;Culoz;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|culoz;9,50;14,40;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|culoz;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|culoz;4,00;6,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|culoz;4,80;7,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;meximieux-perouges|culoz;4,50;7,70;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;meximieux-perouges|culoz;3,90;7,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;meximieux-perouges|culoz;3,20;6,40;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Culoz;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;meximieux-perouges|culoz;1,60;4,80;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Aucune — Plein tarif;adult-none;meximieux-perouges|seyssel-corbonod;18,50;28,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;meximieux-perouges|seyssel-corbonod;13,90;21,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;meximieux-perouges|seyssel-corbonod;9,30;14,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;meximieux-perouges|seyssel-corbonod;9,30;14,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;meximieux-perouges|seyssel-corbonod;9,30;14,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;meximieux-perouges|seyssel-corbonod;13,90;21,20;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;meximieux-perouges|seyssel-corbonod;10,50;18,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;meximieux-perouges|seyssel-corbonod;9,00;16,50;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;meximieux-perouges|seyssel-corbonod;7,50;15,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;meximieux-perouges|seyssel-corbonod;3,80;11,30;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Militaire (-75 %);adult-military;meximieux-perouges|seyssel-corbonod;4,70;7,10;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,80 ; ancienne 1re 11,30)"
Meximieux – Pérouges;Seyssel – Corbonod;Adulte;Carte Famille Militaire (-40 %);adult-family-military;meximieux-perouges|seyssel-corbonod;11,10;17,00;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;meximieux-perouges|seyssel-corbonod;9,30;14,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;meximieux-perouges|seyssel-corbonod;4,70;7,10;SNCF Connect;2026-09-02;lu directement;identique
Meximieux – Pérouges;Seyssel – Corbonod;Enfant;Carte Famille Militaire;child-family-military;meximieux-perouges|seyssel-corbonod;5,60;8,50;SNCF Connect;2026-09-02;lu directement;identique
