Départ;Arrivée;Voyageur;Profil / carte;Identifiant profil;Clé relation;Prix 2de (€);Prix 1re (€);Source;Date de vérification;Statut;Écart vs valeur actuelle
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;amberieu-en-bugey|bellegarde-sur-valserine;11,00;18,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;amberieu-en-bugey|bellegarde-sur-valserine;9,40;17,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;amberieu-en-bugey|bellegarde-sur-valserine;7,80;15,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;amberieu-en-bugey|bellegarde-sur-valserine;3,90;11,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;amberieu-en-bugey|bellegarde-sur-valserine;4,90;7,40;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,90 ; ancienne 1re 11,70)"
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;amberieu-en-bugey|bellegarde-sur-valserine;11,60;17,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;amberieu-en-bugey|bellegarde-sur-valserine;9,70;14,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;amberieu-en-bugey|bellegarde-sur-valserine;4,90;7,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;amberieu-en-bugey|bellegarde-sur-valserine;5,80;8,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;amberieu-en-bugey|bellegarde-sur-valserine;5,50;9,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;amberieu-en-bugey|bellegarde-sur-valserine;4,70;8,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;amberieu-en-bugey|bellegarde-sur-valserine;3,90;7,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;amberieu-en-bugey|bellegarde-sur-valserine;2,00;5,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Aucune — Plein tarif;adult-none;amberieu-en-bugey|geneve;25,90;39,40;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;amberieu-en-bugey|geneve;19,50;29,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;amberieu-en-bugey|geneve;13,00;19,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;amberieu-en-bugey|geneve;13,00;19,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;amberieu-en-bugey|geneve;13,00;19,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;amberieu-en-bugey|geneve;19,50;29,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;amberieu-en-bugey|geneve;14,70;25,20;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;amberieu-en-bugey|geneve;12,60;23,10;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;amberieu-en-bugey|geneve;10,50;21,00;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;amberieu-en-bugey|geneve;5,30;15,80;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Adulte;Carte Militaire (-75 %);adult-military;amberieu-en-bugey|geneve;6,50;9,90;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 5,30 ; ancienne 1re 15,80)"
Ambérieu-en-Bugey;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;amberieu-en-bugey|geneve;15,60;23,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;amberieu-en-bugey|geneve;13,00;19,70;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;amberieu-en-bugey|geneve;6,50;9,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;Carte Famille Militaire;child-family-military;amberieu-en-bugey|geneve;7,80;11,90;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;amberieu-en-bugey|geneve;7,40;12,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;amberieu-en-bugey|geneve;6,30;11,60;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;amberieu-en-bugey|geneve;5,30;10,50;SNCF Connect;2026-09-02;lu directement;identique
Ambérieu-en-Bugey;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;amberieu-en-bugey|geneve;2,70;7,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Aucune — Plein tarif;adult-none;tenay-hauteville|virieu-le-grand-belley;5,90;9,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;tenay-hauteville|virieu-le-grand-belley;4,50;6,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;tenay-hauteville|virieu-le-grand-belley;3,00;4,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;tenay-hauteville|virieu-le-grand-belley;3,00;4,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;tenay-hauteville|virieu-le-grand-belley;3,00;4,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;tenay-hauteville|virieu-le-grand-belley;4,50;6,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;tenay-hauteville|virieu-le-grand-belley;3,40;5,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;tenay-hauteville|virieu-le-grand-belley;2,90;5,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;tenay-hauteville|virieu-le-grand-belley;2,40;4,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;tenay-hauteville|virieu-le-grand-belley;1,20;3,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Militaire (-75 %);adult-military;tenay-hauteville|virieu-le-grand-belley;1,50;2,30;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,20 ; ancienne 1re 3,60)"
Tenay-Hauteville;Virieu-le-Grand – Belley;Adulte;Carte Famille Militaire (-40 %);adult-family-military;tenay-hauteville|virieu-le-grand-belley;3,60;5,40;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;tenay-hauteville|virieu-le-grand-belley;3,00;4,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;tenay-hauteville|virieu-le-grand-belley;1,50;2,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;Carte Famille Militaire;child-family-military;tenay-hauteville|virieu-le-grand-belley;1,80;2,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;tenay-hauteville|virieu-le-grand-belley;1,70;2,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;tenay-hauteville|virieu-le-grand-belley;1,50;2,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;tenay-hauteville|virieu-le-grand-belley;1,20;2,40;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Virieu-le-Grand – Belley;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;tenay-hauteville|virieu-le-grand-belley;1,20;1,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Aucune — Plein tarif;adult-none;tenay-hauteville|culoz;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;tenay-hauteville|culoz;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;tenay-hauteville|culoz;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;tenay-hauteville|culoz;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;tenay-hauteville|culoz;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;tenay-hauteville|culoz;6,80;10,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;tenay-hauteville|culoz;5,20;8,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;tenay-hauteville|culoz;4,50;8,20;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;tenay-hauteville|culoz;3,70;7,40;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;tenay-hauteville|culoz;1,90;5,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Adulte;Carte Militaire (-75 %);adult-military;tenay-hauteville|culoz;2,30;3,50;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 1,90 ; ancienne 1re 5,60)"
Tenay-Hauteville;Culoz;Adulte;Carte Famille Militaire (-40 %);adult-family-military;tenay-hauteville|culoz;5,40;8,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;tenay-hauteville|culoz;4,50;6,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;tenay-hauteville|culoz;2,30;3,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;Carte Famille Militaire;child-family-military;tenay-hauteville|culoz;2,70;4,20;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;tenay-hauteville|culoz;2,60;4,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;tenay-hauteville|culoz;2,30;4,10;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;tenay-hauteville|culoz;1,90;3,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Culoz;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;tenay-hauteville|culoz;1,20;2,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Aucune — Plein tarif;adult-none;tenay-hauteville|seyssel-corbonod;12,00;18,20;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;tenay-hauteville|seyssel-corbonod;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;tenay-hauteville|seyssel-corbonod;6,00;9,10;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;tenay-hauteville|seyssel-corbonod;6,00;9,10;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;tenay-hauteville|seyssel-corbonod;6,00;9,10;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;tenay-hauteville|seyssel-corbonod;9,00;13,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;tenay-hauteville|seyssel-corbonod;6,90;11,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;tenay-hauteville|seyssel-corbonod;5,90;10,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;tenay-hauteville|seyssel-corbonod;4,90;9,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;tenay-hauteville|seyssel-corbonod;2,50;7,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Militaire (-75 %);adult-military;tenay-hauteville|seyssel-corbonod;3,00;4,60;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 2,50 ; ancienne 1re 7,30)"
Tenay-Hauteville;Seyssel – Corbonod;Adulte;Carte Famille Militaire (-40 %);adult-family-military;tenay-hauteville|seyssel-corbonod;7,20;11,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;tenay-hauteville|seyssel-corbonod;6,00;9,10;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;tenay-hauteville|seyssel-corbonod;3,00;4,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;Carte Famille Militaire;child-family-military;tenay-hauteville|seyssel-corbonod;3,60;5,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;tenay-hauteville|seyssel-corbonod;3,50;5,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;tenay-hauteville|seyssel-corbonod;3,00;5,40;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;tenay-hauteville|seyssel-corbonod;2,50;4,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Seyssel – Corbonod;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;tenay-hauteville|seyssel-corbonod;1,30;3,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Aucune — Plein tarif;adult-none;tenay-hauteville|bellegarde-sur-valserine;15,80;24,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;tenay-hauteville|bellegarde-sur-valserine;11,90;18,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;tenay-hauteville|bellegarde-sur-valserine;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;tenay-hauteville|bellegarde-sur-valserine;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;tenay-hauteville|bellegarde-sur-valserine;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;tenay-hauteville|bellegarde-sur-valserine;11,90;18,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;tenay-hauteville|bellegarde-sur-valserine;9,00;15,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;tenay-hauteville|bellegarde-sur-valserine;7,70;14,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;tenay-hauteville|bellegarde-sur-valserine;6,40;12,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;tenay-hauteville|bellegarde-sur-valserine;3,20;9,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Militaire (-75 %);adult-military;tenay-hauteville|bellegarde-sur-valserine;4,00;6,00;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 3,20 ; ancienne 1re 9,50)"
Tenay-Hauteville;Bellegarde-sur-Valserine;Adulte;Carte Famille Militaire (-40 %);adult-family-military;tenay-hauteville|bellegarde-sur-valserine;9,50;14,40;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;tenay-hauteville|bellegarde-sur-valserine;7,90;12,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;tenay-hauteville|bellegarde-sur-valserine;4,00;6,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;Carte Famille Militaire;child-family-military;tenay-hauteville|bellegarde-sur-valserine;4,80;7,20;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;tenay-hauteville|bellegarde-sur-valserine;4,50;7,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;tenay-hauteville|bellegarde-sur-valserine;3,90;7,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;tenay-hauteville|bellegarde-sur-valserine;3,20;6,40;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Bellegarde-sur-Valserine;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;tenay-hauteville|bellegarde-sur-valserine;1,60;4,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Aucune — Plein tarif;adult-none;tenay-hauteville|geneve;21,90;33,20;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;illico LIBERTÉ — Semaine (-25 %);adult-illico-liberte-weekday;tenay-hauteville|geneve;16,50;24,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;illico LIBERTÉ — Week-end / Jour férié (-50 %);adult-illico-liberte-weekend;tenay-hauteville|geneve;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;illico LIBERTÉ — Accompagnant, Week-end / Jour férié (-50 %);adult-illico-liberte-weekend-companion;tenay-hauteville|geneve;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;illico LIBERTÉ JEUNES (-50 %);adult-illico-jeunes;tenay-hauteville|geneve;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Carte Liberté SNCF (-25 %);adult-liberte-nationale;tenay-hauteville|geneve;16,50;24,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Carte Familles Nombreuses (-30 %);adult-famille-nombreuse-30;tenay-hauteville|geneve;12,40;21,20;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Carte Familles Nombreuses (-40 %);adult-famille-nombreuse-40;tenay-hauteville|geneve;10,70;19,50;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Carte Familles Nombreuses (-50 %);adult-famille-nombreuse-50;tenay-hauteville|geneve;8,90;17,70;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Carte Familles Nombreuses (-75 %);adult-famille-nombreuse-75;tenay-hauteville|geneve;4,50;13,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Adulte;Carte Militaire (-75 %);adult-military;tenay-hauteville|geneve;5,50;8,30;TER Auvergne-Rhône-Alpes;2026-09-02;lu directement;"écart (ancienne 2de 4,50 ; ancienne 1re 13,30)"
Tenay-Hauteville;Genève;Adulte;Carte Famille Militaire (-40 %);adult-family-military;tenay-hauteville|geneve;13,20;20,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;Aucune — Tarif Enfant 4–11 ans;child-none;tenay-hauteville|geneve;11,00;16,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;illico LIBERTÉ — Accompagnant, Week-end / Jour férié;child-illico-liberte-weekend-companion;tenay-hauteville|geneve;5,50;8,30;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;Carte Famille Militaire;child-family-military;tenay-hauteville|geneve;6,60;10,00;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;Carte Familles Nombreuses (-30 %);child-famille-nombreuse-30;tenay-hauteville|geneve;6,20;10,60;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;Carte Familles Nombreuses (-40 %);child-famille-nombreuse-40;tenay-hauteville|geneve;5,40;9,80;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;Carte Familles Nombreuses (-50 %);child-famille-nombreuse-50;tenay-hauteville|geneve;4,50;8,90;SNCF Connect;2026-09-02;lu directement;identique
Tenay-Hauteville;Genève;Enfant;Carte Familles Nombreuses (-75 %);child-famille-nombreuse-75;tenay-hauteville|geneve;2,30;6,70;SNCF Connect;2026-09-02;lu directement;identique
Virieu-le-Grand – Belley;Culoz;Adulte;Aucune — Plein tarif;adult-none;virieu-le-grand-belley|culoz;3,80;5,80;SNCF Connect;2026-09-02;lu directement;identique
